uid,reg_date,device,gender,country,age
66807153,2016-05-08,iOS,M,USA,24
76040729,2016-03-30,iOS,F,USA,15
13017133,2017-07-10,iOS,F,CAN,15
93400428,2017-07-23,and,M,BRA,18
29834438,2017-12-01,iOS,F,TUR,29
56024697,2018-03-17,and,M,BRA,16
11300465,2016-01-19,iOS,M,FRA,21
26000101,2017-03-25,and,F,TUR,19
70069860,2017-12-19,and,F,BRA,17
41635199,2016-07-26,iOS,F,BRA,22
13052437,2017-01-24,and,M,TUR,15
76307974,2017-05-07,and,F,TUR,21
64522849,2015-09-10,and,M,BRA,25
73145820,2018-01-23,and,F,DEU,26
79004184,2018-02-16,iOS,F,DEU,21
30120100,2017-12-24,and,F,DEU,31
65930247,2018-02-21,iOS,F,USA,17
74650949,2017-03-29,iOS,F,BRA,27
85383645,2017-08-31,iOS,M,DEU,33
77818106,2017-07-19,iOS,M,USA,16
92922505,2018-02-16,and,M,TUR,16
36855383,2017-10-24,and,F,USA,18
15917829,2017-11-27,and,F,USA,36
12235632,2017-05-13,and,M,BRA,17
19663729,2017-07-09,iOS,M,DEU,19
22599212,2015-06-23,iOS,M,DEU,42
67728035,2018-02-28,iOS,M,CAN,29
17703699,2017-05-03,and,M,USA,49
89061574,2018-02-18,iOS,F,FRA,22
46616311,2017-05-02,and,F,USA,17
37708111,2017-07-27,and,M,USA,16
58745144,2017-08-22,and,M,USA,31
89312230,2016-09-20,and,M,DEU,21
41276426,2017-12-15,and,F,USA,22
64982850,2018-01-13,iOS,F,USA,29
91510205,2018-02-07,and,F,USA,23
31291327,2018-01-30,and,F,USA,15
23495692,2015-04-02,and,M,DEU,19
37983963,2017-10-05,iOS,M,BRA,17
61104056,2018-03-18,and,M,USA,18
80423456,2016-08-27,and,M,USA,18
21367178,2017-11-04,and,M,USA,18
15446544,2017-03-28,and,M,TUR,16
34348321,2017-03-29,iOS,M,BRA,32
27250031,2017-12-06,and,M,BRA,41
82911971,2018-01-05,iOS,M,BRA,20
28043369,2017-10-09,and,M,TUR,28
23240242,2017-02-16,iOS,F,USA,24
21255196,2017-04-19,and,M,USA,18
86951624,2018-01-06,iOS,M,FRA,16
82087794,2018-03-05,and,F,FRA,15
45539720,2017-03-13,iOS,M,USA,19
74082748,2016-12-17,and,M,USA,24
84056042,2016-11-29,and,F,DEU,16
75610381,2018-03-17,iOS,M,DEU,44
46473919,2016-05-13,and,M,USA,16
88405114,2017-01-24,iOS,M,TUR,15
86575740,2016-10-11,and,M,USA,29
66903115,2017-07-23,iOS,F,USA,15
56367460,2017-09-20,iOS,F,USA,45
70285355,2018-02-03,and,F,USA,27
82028666,2017-11-17,and,F,TUR,21
71865028,2017-02-03,and,M,DEU,62
81301813,2017-12-26,and,M,USA,20
51284237,2015-07-05,and,M,USA,36
86850383,2016-12-16,and,M,USA,30
16558533,2017-03-26,and,F,TUR,18
49228019,2018-03-10,iOS,F,BRA,25
89674483,2017-04-08,and,F,DEU,22
88961531,2017-08-18,and,M,CAN,23
85455628,2018-01-24,iOS,M,USA,48
59293403,2017-12-20,and,F,USA,16
88322199,2016-07-04,and,F,USA,21
48305799,2017-08-19,and,F,USA,27
82906474,2017-07-11,iOS,M,BRA,18
24730305,2018-03-05,and,M,CAN,16
80640361,2018-01-30,and,M,USA,27
89804397,2015-05-24,and,F,DEU,26
84866161,2017-12-24,iOS,F,BRA,17
75572676,2018-03-15,and,F,USA,25
19621049,2015-04-07,and,F,BRA,35
98826375,2017-09-22,and,F,BRA,19
80808121,2015-10-18,iOS,F,DEU,23
18371498,2017-12-04,iOS,M,USA,22
29810365,2018-02-01,iOS,F,CAN,22
14643990,2017-07-02,and,F,CAN,17
76238791,2017-05-25,iOS,M,BRA,23
63554935,2018-03-05,and,M,BRA,16
12010899,2017-06-29,and,M,DEU,15
86820480,2018-01-15,and,M,DEU,23
68314120,2017-09-12,and,F,FRA,22
76719622,2018-01-23,and,M,TUR,17
43552451,2017-09-12,and,M,DEU,15
43440831,2018-01-15,and,F,BRA,22
99980066,2015-07-04,iOS,M,TUR,24
20275625,2017-09-21,and,F,USA,25
49191638,2017-09-02,and,F,CAN,22
46372689,2018-02-15,and,M,USA,35
14127324,2017-07-02,iOS,F,USA,18
57104126,2017-08-16,and,F,FRA,15
73900921,2017-04-22,iOS,M,TUR,18
78368042,2016-09-27,and,M,BRA,16
53419895,2018-03-16,and,M,TUR,17
57859524,2017-09-06,iOS,M,TUR,27
44562562,2016-11-27,and,F,USA,33
82748689,2016-05-23,and,M,CAN,28
42232649,2017-08-17,iOS,M,BRA,15
73337819,2016-11-13,iOS,M,BRA,24
71939216,2018-01-26,iOS,F,USA,18
55677620,2016-07-14,and,F,BRA,32
38271032,2017-04-09,and,M,USA,17
79279526,2017-06-08,iOS,F,USA,17
44650512,2017-02-24,iOS,M,USA,17
96667821,2018-03-14,and,M,DEU,20
58656099,2016-07-12,iOS,F,USA,29
44410606,2017-12-24,iOS,F,USA,26
94090865,2016-02-12,and,M,TUR,16
46934052,2016-06-28,iOS,M,USA,22
32534439,2017-09-25,iOS,F,BRA,18
57406482,2017-04-04,and,F,USA,17
68017623,2017-01-20,iOS,M,USA,27
90876457,2018-03-10,iOS,F,BRA,22
39721983,2017-07-13,iOS,M,USA,18
68905032,2017-11-29,and,M,TUR,23
99201953,2018-03-13,and,M,BRA,32
87378125,2016-10-13,and,F,USA,15
55834439,2018-01-27,and,F,BRA,21
88120639,2016-12-13,and,M,USA,26
49725720,2017-09-23,and,F,TUR,29
61015529,2017-05-13,iOS,M,TUR,22
11153046,2015-07-13,iOS,F,USA,23
26979863,2017-01-23,iOS,M,USA,19
12001630,2018-03-09,and,M,TUR,20
43380887,2017-12-22,and,F,CAN,27
99472712,2017-06-22,and,F,BRA,20
18473785,2017-10-15,iOS,M,BRA,18
99309406,2017-08-11,and,F,USA,39
94633014,2017-02-09,iOS,F,TUR,31
81870014,2015-04-26,and,M,BRA,18
86042841,2016-03-11,iOS,M,USA,17
65212296,2017-03-31,and,F,TUR,32
55470182,2016-12-18,and,F,USA,23
75763997,2016-06-12,and,F,BRA,16
57580319,2016-07-04,iOS,F,USA,22
61696341,2017-09-21,iOS,M,USA,19
27871636,2015-09-13,and,F,USA,46
57311167,2018-02-06,and,F,USA,15
58068240,2016-03-05,and,F,USA,22
92125164,2018-02-13,iOS,F,USA,19
72992651,2018-01-06,iOS,F,DEU,18
69489891,2016-02-03,and,F,BRA,19
44074776,2018-03-07,iOS,F,BRA,15
73639526,2017-07-07,iOS,F,USA,31
55333636,2017-12-11,and,F,USA,15
18225818,2017-11-16,and,F,FRA,17
67144708,2017-10-24,and,F,USA,29
87801530,2017-06-03,iOS,F,BRA,41
19142545,2017-07-07,iOS,F,DEU,20
76557144,2018-01-08,and,F,USA,22
64075836,2017-07-10,and,M,FRA,20
78334743,2016-11-17,and,M,USA,26
25473017,2016-05-06,iOS,F,USA,16
37502151,2017-05-25,iOS,F,BRA,16
34956713,2017-10-04,iOS,M,TUR,19
44437453,2015-07-10,iOS,F,TUR,22
15034712,2017-12-07,iOS,M,TUR,16
57785029,2016-10-31,iOS,M,USA,27
58364699,2017-06-07,iOS,M,DEU,28
71937671,2016-03-28,iOS,F,DEU,15
17739937,2018-01-31,and,M,BRA,16
58418749,2017-11-19,iOS,F,USA,21
91553462,2018-01-12,and,M,TUR,16
83693497,2017-02-17,iOS,M,USA,18
26206386,2016-05-07,and,F,FRA,28
12295769,2017-01-06,and,F,DEU,30
46478586,2017-05-05,and,M,TUR,30
67716800,2017-12-18,iOS,M,BRA,19
54810234,2017-03-15,and,F,BRA,16
65031962,2017-07-24,and,M,USA,23
21964824,2018-03-04,iOS,F,TUR,15
93004711,2017-04-22,and,M,DEU,24
14167613,2018-02-27,iOS,M,CAN,37
30910649,2017-12-01,and,F,TUR,15
32283870,2016-08-22,iOS,F,TUR,25
18831596,2018-01-15,iOS,F,BRA,33
56742706,2016-09-01,and,F,USA,17
92427121,2017-08-28,and,M,BRA,25
16832651,2018-02-15,iOS,M,USA,19
57330148,2015-07-28,iOS,M,BRA,30
58700485,2017-04-09,and,M,FRA,16
24069510,2017-12-27,and,F,TUR,21
58614173,2017-11-19,and,M,DEU,30
50585772,2015-08-24,and,F,USA,38
20335164,2016-07-16,iOS,F,BRA,19
41047760,2015-09-04,iOS,F,CAN,19
63182097,2017-04-03,iOS,F,BRA,17
87525475,2017-06-16,iOS,M,DEU,17
67217881,2015-11-21,iOS,M,USA,24
75557946,2017-06-21,and,F,USA,15
95129508,2015-12-20,and,F,BRA,28
92983490,2018-03-04,and,F,DEU,20
58904519,2018-02-21,iOS,F,USA,22
63245432,2016-12-04,and,F,FRA,20
55229822,2018-01-16,and,F,BRA,27
93535360,2017-01-25,and,M,USA,25
46497663,2017-08-22,iOS,F,BRA,17
99916096,2017-09-27,and,F,USA,18
99888805,2016-12-02,iOS,M,USA,15
56796198,2017-12-29,and,F,TUR,54
95674089,2016-05-21,and,M,BRA,34
96840524,2017-03-07,and,M,DEU,36
96282239,2016-06-28,iOS,M,USA,34
68791188,2017-10-14,and,M,USA,27
46187879,2018-02-02,iOS,M,USA,21
13537603,2016-06-18,iOS,F,BRA,26
61838163,2017-05-10,and,M,CAN,31
87242107,2017-11-24,iOS,M,DEU,17
30962180,2018-02-01,and,F,TUR,25
21633394,2017-04-15,iOS,F,DEU,26
69804359,2017-12-30,iOS,F,USA,25
36555876,2017-04-20,and,F,BRA,31
14464531,2017-09-16,iOS,F,BRA,16
25435628,2017-01-24,and,F,BRA,30
94460667,2018-01-13,and,F,USA,22
70314912,2018-02-20,iOS,F,BRA,22
43300676,2016-01-13,and,F,TUR,18
28973284,2017-07-19,iOS,F,FRA,15
85226112,2018-01-26,and,M,USA,16
87948327,2016-06-11,iOS,F,TUR,15
82032467,2018-02-23,and,F,FRA,17
70815497,2018-02-20,iOS,M,BRA,18
85953695,2017-05-17,and,F,FRA,24
16868908,2017-08-10,and,M,FRA,27
89180970,2016-01-30,iOS,M,USA,33
29160614,2017-10-06,and,F,DEU,66
61685054,2018-01-15,and,M,BRA,20
81384864,2018-03-12,and,M,USA,15
19133823,2017-08-05,iOS,M,USA,27
78429993,2017-09-16,and,M,CAN,26
27462048,2015-01-27,iOS,M,USA,52
40474662,2017-12-24,and,M,BRA,17
51692532,2018-02-18,iOS,F,DEU,16
36282124,2017-03-02,and,F,USA,16
19238249,2017-08-24,iOS,F,USA,19
93321090,2017-12-01,iOS,M,USA,22
16376777,2018-01-29,and,F,USA,19
41196200,2017-01-02,and,M,BRA,30
54143576,2016-02-28,and,M,BRA,16
55999122,2017-11-07,iOS,F,USA,28
51002072,2018-03-12,iOS,F,USA,20
63984210,2018-02-21,iOS,F,TUR,17
34478937,2018-03-17,iOS,F,DEU,18
94231640,2016-11-01,and,F,FRA,23
75633715,2016-07-28,and,F,DEU,15
92733510,2015-08-24,and,M,BRA,15
61437147,2017-12-12,and,M,USA,19
13038192,2017-08-24,iOS,M,BRA,16
15753947,2017-03-25,and,M,BRA,44
75808644,2018-01-08,and,M,BRA,19
44250519,2015-08-26,iOS,F,BRA,19
29647008,2018-03-18,and,F,USA,17
79280021,2018-02-25,and,M,TUR,21
18300935,2018-02-01,iOS,F,FRA,17
22995892,2016-06-15,and,F,TUR,23
18449695,2018-03-17,and,F,BRA,26
61563519,2016-12-16,and,M,TUR,15
81403954,2018-02-26,and,F,USA,19
77557879,2017-01-18,and,F,USA,34
70732915,2018-01-23,iOS,F,BRA,35
87007456,2018-01-30,iOS,F,CAN,26
83628076,2017-07-29,and,M,DEU,38
84424030,2018-03-09,and,F,USA,34
25194914,2017-07-19,and,M,BRA,19
79721979,2018-02-15,and,F,TUR,16
85470265,2017-03-28,and,M,DEU,21
37679198,2018-03-12,and,M,BRA,25
45105533,2017-09-09,and,M,USA,18
83807431,2018-01-04,iOS,M,USA,55
70564535,2017-12-06,and,F,DEU,21
11376870,2017-07-20,iOS,M,DEU,17
19569768,2017-11-24,and,F,USA,21
62950240,2017-05-15,and,M,USA,16
26897417,2017-04-19,and,F,BRA,24
81386640,2018-03-14,iOS,M,USA,31
89672821,2018-01-30,and,F,USA,16
95718406,2016-11-06,and,F,USA,19
90922815,2016-08-26,and,F,CAN,18
57905765,2018-01-07,iOS,M,BRA,15
14948948,2016-08-18,and,M,USA,25
43777639,2018-03-03,iOS,F,TUR,19
28714986,2017-04-15,and,F,BRA,24
91697354,2017-09-27,and,F,USA,24
72175678,2017-10-24,iOS,M,USA,16
81686490,2017-04-04,iOS,F,TUR,24
40439397,2017-11-30,iOS,F,USA,26
24466682,2016-12-19,and,M,BRA,16
53168498,2018-02-24,iOS,F,USA,21
57427158,2017-12-15,and,F,USA,21
31446151,2017-01-04,iOS,M,USA,16
93381363,2018-03-04,and,M,USA,20
17438616,2017-06-16,and,M,USA,23
42220050,2017-08-11,iOS,F,BRA,20
40116023,2017-11-26,and,F,BRA,18
46514397,2017-05-06,iOS,F,USA,40
52460347,2017-10-04,iOS,F,USA,18
49042525,2017-10-16,and,F,TUR,39
37044247,2017-06-21,and,M,USA,15
25999385,2017-08-18,and,F,TUR,31
47130379,2018-03-11,iOS,F,USA,46
39086115,2017-03-03,iOS,M,TUR,19
36261477,2018-03-09,and,M,USA,23
68916176,2017-02-23,and,F,BRA,20
36029568,2017-09-24,and,F,CAN,37
15675030,2018-01-28,and,M,DEU,33
88549304,2017-03-26,iOS,F,BRA,17
80672327,2018-02-15,and,F,FRA,22
17224333,2017-08-04,iOS,F,USA,18
49275721,2018-03-12,iOS,F,USA,29
25473152,2017-09-28,and,M,TUR,37
63755202,2016-11-22,iOS,M,USA,33
93979502,2016-11-21,iOS,M,BRA,23
92074827,2018-02-20,and,M,TUR,17
21201773,2018-03-11,and,F,USA,32
74871490,2017-07-30,and,F,DEU,20
54419979,2018-03-11,iOS,F,DEU,20
79773920,2017-10-07,iOS,F,USA,24
15988689,2016-02-12,and,F,BRA,19
88849531,2017-05-22,and,F,DEU,35
70745546,2016-08-06,iOS,F,DEU,23
20031988,2016-12-12,and,F,BRA,27
94637697,2016-12-19,iOS,M,BRA,29
38348062,2018-02-05,iOS,F,USA,28
85488149,2016-07-31,and,F,USA,16
21758353,2017-10-13,and,M,TUR,20
25277307,2017-11-17,and,F,USA,26
25841981,2016-11-11,and,M,USA,15
21475021,2017-06-23,and,F,DEU,28
20913404,2017-11-20,and,M,TUR,25
89676941,2016-06-08,and,F,USA,21
38509633,2017-07-19,and,F,BRA,29
95178192,2018-03-10,and,M,BRA,24
29729462,2017-07-10,and,M,BRA,16
42121001,2016-08-13,and,F,USA,24
82621264,2017-03-11,and,M,TUR,22
98928302,2015-06-22,and,F,TUR,18
38845453,2017-09-14,iOS,F,DEU,18
31251547,2016-12-21,iOS,M,USA,53
36096051,2017-10-15,and,M,CAN,21
88102362,2018-02-14,and,F,USA,21
11756777,2017-05-12,iOS,M,USA,18
48151007,2017-04-30,and,F,USA,15
59545136,2017-10-22,and,M,BRA,16
58011203,2016-06-08,iOS,M,TUR,33
75448559,2017-10-15,and,M,CAN,21
43346800,2017-10-25,and,F,USA,17
90689254,2018-03-04,and,F,USA,23
50137793,2017-02-19,iOS,F,USA,15
63799735,2017-05-14,and,F,USA,31
62460648,2017-08-03,iOS,M,FRA,15
79382095,2018-01-27,and,F,USA,17
90922648,2017-12-04,and,M,USA,39
11274144,2017-04-01,and,M,CAN,19
68346196,2017-01-12,and,F,USA,27
19265199,2018-02-15,and,F,USA,30
59225987,2018-02-16,and,F,FRA,18
57255631,2018-02-05,and,M,CAN,16
92892805,2017-07-27,and,M,BRA,15
33561696,2017-04-04,iOS,M,BRA,38
93934496,2015-11-22,iOS,F,FRA,42
46565142,2016-11-26,iOS,F,USA,17
25628531,2017-01-25,iOS,F,USA,18
99265353,2016-06-04,iOS,F,BRA,26
59072594,2017-10-26,iOS,F,USA,25
40718027,2018-01-11,iOS,F,BRA,22
84511047,2017-11-05,iOS,F,BRA,17
98015368,2016-11-05,iOS,M,BRA,24
70901385,2017-11-15,iOS,M,USA,29
30871934,2017-03-31,and,F,DEU,34
25107539,2015-10-12,iOS,M,USA,16
27207518,2015-12-14,and,F,BRA,23
45935274,2017-02-06,and,M,USA,51
73471600,2018-03-15,and,F,USA,25
44953303,2017-11-06,iOS,M,TUR,15
24373914,2017-01-27,and,M,USA,32
46075649,2017-09-08,and,F,TUR,16
71160014,2016-12-27,iOS,F,USA,25
35783429,2018-02-08,and,M,USA,17
56109907,2017-10-01,iOS,M,USA,20
74479870,2016-04-23,and,F,BRA,25
95399683,2016-06-11,and,M,TUR,26
84868195,2018-03-04,and,F,USA,27
23119210,2017-01-05,iOS,M,BRA,32
95406503,2016-02-25,iOS,M,BRA,29
34830224,2017-11-20,and,F,DEU,26
96912811,2016-07-03,iOS,F,TUR,26
21794944,2017-09-26,iOS,F,USA,22
83202499,2017-10-20,and,M,USA,19
41644485,2017-09-14,and,M,USA,21
22917732,2017-07-20,and,M,BRA,15
89104187,2018-01-26,iOS,M,USA,19
61277540,2018-03-07,and,M,DEU,17
89192357,2017-01-07,iOS,F,DEU,15
77842663,2018-03-18,and,F,BRA,16
28376091,2018-01-24,iOS,F,BRA,17
92286561,2017-11-14,iOS,F,BRA,16
56687859,2017-03-28,iOS,F,FRA,28
12642737,2018-02-15,iOS,M,USA,20
28239011,2017-06-11,and,M,BRA,42
25417197,2017-09-13,and,M,CAN,20
36405215,2017-08-23,and,F,DEU,25
64466999,2018-02-07,and,F,USA,15
53674223,2018-01-29,and,M,TUR,28
67158480,2017-05-18,iOS,F,USA,25
66308381,2017-05-14,and,F,BRA,20
36104017,2015-08-20,and,F,USA,23
81781183,2017-06-06,and,M,BRA,31
69237628,2016-05-30,iOS,F,FRA,16
14283395,2015-09-03,and,M,DEU,29
42233261,2017-06-24,and,F,DEU,61
89444899,2018-03-14,and,F,USA,26
73660053,2017-09-01,iOS,F,CAN,19
52476184,2017-12-15,iOS,F,BRA,19
93326059,2016-12-04,and,M,USA,41
44913299,2017-08-19,and,F,FRA,21
71241847,2015-10-29,iOS,F,DEU,15
83267844,2016-03-14,and,F,USA,18
12237480,2018-03-15,iOS,M,USA,16
84397857,2018-01-27,and,F,USA,17
25477677,2018-03-16,iOS,M,USA,19
83529959,2018-01-26,and,M,USA,19
98875294,2017-11-11,iOS,F,FRA,16
99934344,2017-12-23,and,F,BRA,28
40260401,2017-07-28,iOS,M,FRA,17
72557992,2016-05-07,and,M,TUR,49
83957693,2018-01-04,and,F,TUR,30
66527522,2017-10-10,and,F,BRA,19
99221148,2017-09-03,and,F,USA,18
90487236,2018-02-21,and,F,USA,23
86556330,2018-03-04,and,F,USA,28
77910519,2017-07-21,and,F,BRA,29
86985042,2017-05-02,and,M,USA,34
77005791,2018-03-03,and,F,USA,22
90181049,2018-03-02,and,F,USA,22
63742217,2018-01-16,iOS,F,FRA,17
68844904,2016-10-21,and,F,USA,54
24140526,2017-06-08,and,F,USA,18
31379921,2016-10-08,iOS,F,USA,34
77425668,2018-03-07,and,F,USA,32
31300075,2016-11-25,and,M,BRA,29
31545368,2016-07-17,and,F,BRA,19
15108185,2017-06-05,iOS,M,DEU,28
95585491,2017-08-11,iOS,F,TUR,17
62277131,2017-01-26,and,F,USA,22
62097636,2018-03-08,and,F,CAN,23
90099924,2017-12-09,iOS,F,USA,17
28718244,2016-05-09,iOS,M,FRA,24
18089649,2016-12-19,and,F,USA,42
38275170,2017-02-25,iOS,F,USA,24
30580782,2016-10-15,and,F,BRA,26
93088362,2017-01-16,iOS,F,DEU,20
29689616,2018-02-02,and,M,DEU,18
13516426,2017-10-03,iOS,F,TUR,19
92099063,2018-03-18,and,M,TUR,39
34286167,2016-05-05,iOS,F,FRA,24
99382112,2018-02-09,and,F,BRA,25
72833980,2018-03-11,and,F,BRA,15
50989849,2017-02-27,and,M,USA,17
31823371,2016-05-25,iOS,F,USA,19
59186012,2017-12-18,iOS,F,BRA,17
78092336,2015-05-20,and,F,BRA,16
32128829,2016-08-11,and,F,BRA,31
45451874,2018-01-04,and,F,CAN,46
97558109,2017-12-31,and,F,USA,15
22217113,2018-01-13,iOS,F,FRA,24
41045336,2017-10-17,and,M,TUR,18
79595704,2017-12-24,iOS,M,USA,18
77364889,2017-03-01,iOS,M,USA,25
20349424,2017-04-27,and,M,TUR,19
13005494,2015-09-21,iOS,M,CAN,22
27459699,2015-11-23,iOS,F,USA,39
74106810,2018-02-17,iOS,M,TUR,26
81366794,2016-08-22,and,F,USA,39
71322177,2016-04-10,iOS,F,TUR,33
73451910,2018-01-19,and,F,USA,39
29172968,2017-01-29,and,F,BRA,30
13858108,2016-05-06,and,F,TUR,17
44486603,2017-01-30,and,F,CAN,22
49634104,2018-02-26,and,M,DEU,18
86841326,2018-02-26,and,F,DEU,72
26743843,2015-11-06,iOS,F,USA,20
54244351,2017-12-09,iOS,F,BRA,17
28191749,2018-01-28,and,M,DEU,28
25586861,2017-03-20,iOS,F,BRA,15
93838937,2017-10-21,iOS,M,USA,17
41603681,2018-01-07,iOS,M,USA,21
90167124,2017-03-15,iOS,F,BRA,34
92270423,2018-01-25,and,M,USA,42
38488899,2017-11-17,and,F,USA,19
82291374,2018-03-10,iOS,M,DEU,27
51505100,2017-12-10,iOS,F,USA,16
24027127,2018-02-21,and,M,USA,34
27707337,2017-11-09,and,F,DEU,28
85023520,2016-12-06,and,F,USA,22
73538625,2018-02-26,iOS,F,CAN,17
56637414,2016-06-19,and,M,USA,15
29550215,2017-08-06,and,M,DEU,20
34206549,2017-09-15,and,F,FRA,15
19760811,2017-02-24,and,F,DEU,37
44958087,2018-02-09,iOS,M,FRA,22
58810597,2018-01-27,and,M,CAN,18
68897421,2017-01-12,and,M,BRA,38
15267680,2018-03-14,iOS,F,BRA,23
60257149,2017-11-18,and,M,DEU,20
49161658,2017-04-03,and,F,BRA,34
73306006,2017-11-14,iOS,M,BRA,25
37353609,2017-06-05,and,M,USA,33
29559757,2018-03-03,and,F,BRA,18
26598444,2016-07-10,iOS,F,USA,16
43398703,2017-07-27,and,F,BRA,16
27449174,2017-08-19,and,M,BRA,22
34495675,2015-11-23,iOS,F,TUR,41
11160187,2018-02-28,and,M,FRA,26
90548236,2016-08-04,iOS,M,USA,28
12512467,2016-10-23,iOS,M,BRA,34
16484174,2016-08-23,and,F,USA,19
94667497,2017-09-29,and,F,TUR,19
89176337,2016-10-16,iOS,M,BRA,27
64274271,2017-03-14,iOS,F,USA,25
51018176,2016-05-04,iOS,F,FRA,25
96504427,2017-09-09,iOS,F,TUR,15
94755634,2016-10-22,iOS,F,USA,21
66776308,2017-09-22,and,M,FRA,26
71827348,2018-02-06,iOS,F,USA,37
51734557,2017-02-24,and,M,CAN,26
47183962,2016-10-21,iOS,F,DEU,17
61543813,2018-02-23,and,F,USA,24
32970613,2017-05-23,iOS,F,USA,29
46539892,2017-09-02,and,F,TUR,48
89284225,2018-02-28,iOS,M,USA,17
19755648,2016-06-30,iOS,F,TUR,26
90576135,2016-07-15,and,M,DEU,21
47651548,2016-10-28,and,F,BRA,18
66028246,2016-12-25,and,M,FRA,24
77997469,2017-09-25,and,F,USA,24
63362348,2017-10-15,iOS,F,FRA,21
67301960,2018-01-09,and,F,TUR,28
16664759,2018-03-08,and,F,BRA,40
63235804,2017-07-19,and,M,USA,18
52628676,2017-05-07,iOS,M,USA,19
35720107,2017-05-26,iOS,F,TUR,29
93416654,2016-06-12,iOS,M,USA,26
98504259,2017-08-14,and,M,TUR,29
89811263,2017-11-13,iOS,F,FRA,17
39791830,2017-11-26,iOS,F,USA,20
37288850,2017-03-30,iOS,M,BRA,16
81659476,2017-03-07,and,F,BRA,15
17821618,2015-09-02,and,F,USA,17
45599623,2017-03-22,and,M,USA,24
12081749,2016-09-09,and,M,TUR,25
87523224,2017-09-29,and,M,USA,20
98356578,2017-06-25,iOS,M,FRA,20
90117105,2016-08-18,iOS,F,BRA,16
56037180,2018-02-17,and,M,USA,16
98362223,2017-01-09,and,F,BRA,38
81220650,2017-11-23,iOS,M,USA,19
80221359,2017-04-29,and,M,BRA,17
40951509,2018-02-23,and,M,USA,27
35512653,2018-01-18,and,M,USA,20
33941435,2018-02-12,and,F,USA,28
62364893,2018-01-30,and,F,USA,36
57265775,2017-07-21,iOS,F,BRA,22
63450126,2017-03-30,and,M,USA,19
15586642,2017-09-27,and,F,USA,52
32532282,2016-12-20,iOS,F,BRA,18
39454480,2017-06-18,iOS,M,TUR,31
48694786,2016-05-08,and,M,USA,26
33085843,2017-08-07,and,F,USA,16
52172947,2017-07-20,iOS,M,BRA,16
58870601,2016-03-24,and,F,FRA,46
95322946,2017-10-18,and,F,BRA,32
